531	1131	 what is the recording of TOPIC_ENTITY 's recording ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
531	1131	 what is the TOPIC_ENTITY 's recording 's recording ?
1167	1411	 what is the tracks of TOPIC_ENTITY 's tracks ?
531	1131	 what is the recording of TOPIC_ENTITY 's recording ?
1170	471 918 1411 1131 1452 1643 782 881 1519 124 1315 86 1438 1167 750 851 602 1590 531	 what is the song of TOPIC_ENTITY 's song ?
531	1131	 what is the recording of TOPIC_ENTITY 's recording ?
1641	743	 what is the teams of TOPIC_ENTITY 's country ?
1167	1411	 what is the TOPIC_ENTITY 's tracks 's tracks ?
448	493	 what is the works of TOPIC_ENTITY 's organism_type ?
1310	729	 what is the album of TOPIC_ENTITY 's artist ?
975	1645 1411 734 222 1167	 what is the film_production_design_by of TOPIC_ENTITY 's tracks ?
448	493	 what is the works of TOPIC_ENTITY 's organism_type ?
1733	945 1534 351 1104	 what is the TOPIC_ENTITY 's athletes 's song ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
376	1523	 what is the TOPIC_ENTITY 's country 's teams ?
448	493	 what is the works of TOPIC_ENTITY 's organism_type ?
598	1588 585	 what is the containedby of TOPIC_ENTITY 's releases ?
1299	660 1131 1001 1619 531	 what is the versions of TOPIC_ENTITY 's versions ?
1283	576	 what is the recording of TOPIC_ENTITY 's genre ?
448	493	 what is the TOPIC_ENTITY 's organism_type 's works ?
1310	729	 what is the TOPIC_ENTITY 's artist 's album ?
1775	130 729 1717 862 1630	 what is the artist of TOPIC_ENTITY 's canonical_version ?
937	878 1675 1710 1338 953	 what is the notable_types of TOPIC_ENTITY 's track_list ?
539	90	 what is the games of TOPIC_ENTITY 's platform ?
602	471 918 1411 1131 1170 1452 1643 782 881 1519 124 1315 86 1438 1167 750 851 1590 531	 what is the release of TOPIC_ENTITY 's recording ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
1648	1411 378 1167 601 900	 what is the releases of TOPIC_ENTITY 's tracks ?
1763	268 729 57 639 918 1343 331 680 1050 1752 843 1630 581 234 1377 1285 368 1025 336 959 935 1666 184 1539 135 1121 1236 281 1519	 what is the artist of TOPIC_ENTITY 's appears_in_topic_gallery ?
899	322	 what is the teams of TOPIC_ENTITY 's nationality ?
782	471 918 1411 1131 1170 1452 1643 881 1519 124 1315 86 1438 1167 750 851 602 1590 531	 what is the TOPIC_ENTITY 's song 's recording ?
1747	1745 1131 639 1051 85 1655 531 865 1371 285 184	 what is the TOPIC_ENTITY 's recording 's directed_by ?
1167	1411	 what is the TOPIC_ENTITY 's tracks 's tracks ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
899	322	 what is the TOPIC_ENTITY 's nationality 's teams ?
1717	130 729 1775 862 1630	 what is the TOPIC_ENTITY 's canonical_version 's canonical_version ?
192	1700	 what is the TOPIC_ENTITY 's containedby 's notable_types ?
1535	81	 what is the recording of TOPIC_ENTITY 's place_of_birth ?
254	81	 what is the TOPIC_ENTITY 's place_of_birth 's notable_types ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
1731	576	 what is the TOPIC_ENTITY 's genre 's artist ?
1577	878 1675 1710	 what is the TOPIC_ENTITY 's track_list 's tracks ?
899	322	 what is the teams of TOPIC_ENTITY 's nationality ?
251	614	 what is the TOPIC_ENTITY 's country_of_context 's events ?
1193	824	 what is the releases of TOPIC_ENTITY 's releases ?
865	1745 1131 639 1051 85 1655 1747 531 1371 285 184	 what is the notable_types of TOPIC_ENTITY 's recording ?
1775	130 729 1717 862 1630	 what is the TOPIC_ENTITY 's canonical_version 's artist ?
865	1131 639 531 285 184	 what is the notable_types of TOPIC_ENTITY 's recording ?
1579	322	 what is the TOPIC_ENTITY 's nationality 's contains ?
899	322	 what is the teams of TOPIC_ENTITY 's nationality ?
1579	322	 what is the contains of TOPIC_ENTITY 's nationality ?
1299	660	 what is the versions of TOPIC_ENTITY 's versions ?
1310	729	 what is the TOPIC_ENTITY 's artist 's album ?
270	130 909 1717 1657 1653	 what is the TOPIC_ENTITY 's album 's album ?
680	268 729 57 639 918 1343 331 1050 1752 843 1630 581 234 1377 1285 1763 368 1025 336 959 935 1666 184 1539 135 1121 1236 281 1519	 what is the appears_in_topic_gallery of TOPIC_ENTITY 's recordings ?
1646	163	 what is the recording of TOPIC_ENTITY 's netflix_genres ?
754	892 157 259	 what is the TOPIC_ENTITY 's track 's recording ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
539	90	 what is the TOPIC_ENTITY 's platform 's games ?
531	1131	 what is the recording of TOPIC_ENTITY 's recording ?
138	908 1190	 what is the TOPIC_ENTITY 's episodes 's release ?
1001	660 1131 1299 1619 531	 what is the recording of TOPIC_ENTITY 's versions ?
1266	81 547	 what is the lyricist of TOPIC_ENTITY 's place_of_birth ?
1749	971	 what is the TOPIC_ENTITY 's permission 's related_type ?
17	1739	 what is the TOPIC_ENTITY 's place 's place ?
448	493	 what is the TOPIC_ENTITY 's organism_type 's works ?
1704	1078	 what is the releases of TOPIC_ENTITY 's art_form ?
1717	130	 what is the canonical_version of TOPIC_ENTITY 's canonical_version ?
865	1131 639 531 285 184	 what is the notable_types of TOPIC_ENTITY 's recording ?
448	493	 what is the TOPIC_ENTITY 's organism_type 's works ?
1731	576	 what is the artist of TOPIC_ENTITY 's genre ?
531	660 1131 1299 1001 1619	 what is the TOPIC_ENTITY 's recording 's recording ?
1731	576	 what is the TOPIC_ENTITY 's genre 's artist ?
1777	154	 what is the TOPIC_ENTITY 's governing_officials 's next_episode ?
1579	322	 what is the contains of TOPIC_ENTITY 's nationality ?
899	322	 what is the teams of TOPIC_ENTITY 's nationality ?
602	918 824 1131 1519 142 1315 1173 1193 940 670 531	 what is the TOPIC_ENTITY 's recording 's release ?
270	1523 909 247 375 735	 what is the album of TOPIC_ENTITY 's album ?
1190	908 138	 what is the genre of TOPIC_ENTITY 's episodes ?
965	615	 what is the versions of TOPIC_ENTITY 's versions ?
1662	322	 what is the recording of TOPIC_ENTITY 's nationality ?
531	1131	 what is the recording of TOPIC_ENTITY 's recording ?
1769	1345	 what is the TOPIC_ENTITY 's athletes 's olympic_games_contested ?
1590	471 918 1411 1131 1170 1452 1643 782 881 1519 124 1315 86 1438 1167 750 851 602 531	 what is the TOPIC_ENTITY 's recording 's tracks ?
1342	1192	 what is the release of TOPIC_ENTITY 's track ?
1226	1128	 what is the TOPIC_ENTITY 's lyricist 's label ?
1662	322	 what is the TOPIC_ENTITY 's nationality 's recording ?
970	327	 what is the recording of TOPIC_ENTITY 's cvg_genre ?
531	1411 1131 1167 750 1590	 what is the TOPIC_ENTITY 's recording 's recording ?
1746	322	 what is the TOPIC_ENTITY 's nationality 's song ?
531	1131 729 120 1781 1630	 what is the recording of TOPIC_ENTITY 's recording ?
1579	322	 what is the contains of TOPIC_ENTITY 's nationality ?
1618	1166	 what is the notable_types of TOPIC_ENTITY 's award_nominations ?
998	878	 what is the recording of TOPIC_ENTITY 's track_list ?
1050	268 729 57 639 918 1343 331 680 1752 843 1630 581 234 1377 1285 1763 368 1025 336 959 935 1666 184 1539 135 1121 1236 281 1519	 what is the TOPIC_ENTITY 's recordings 's notable_types ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
536	878	 what is the canonical_version of TOPIC_ENTITY 's track_list ?
1022	163	 what is the tracks of TOPIC_ENTITY 's netflix_genres ?
1135	892	 what is the label of TOPIC_ENTITY 's track ?
1769	1345	 what is the TOPIC_ENTITY 's athletes 's olympic_games_contested ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
270	909	 what is the album of TOPIC_ENTITY 's album ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
259	892 589	 what is the tracks of TOPIC_ENTITY 's track ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
1024	158	 what is the notable_types of TOPIC_ENTITY 's film ?
1135	892	 what is the TOPIC_ENTITY 's track 's label ?
120	1131 729 531 1781 1630	 what is the TOPIC_ENTITY 's recording 's artist ?
899	322	 what is the teams of TOPIC_ENTITY 's nationality ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
766	518	 what is the editions of TOPIC_ENTITY 's editions ?
1717	130 729 1775 862 1630	 what is the canonical_version of TOPIC_ENTITY 's canonical_version ?
1429	995	 what is the TOPIC_ENTITY 's genre 's recording ?
899	322	 what is the TOPIC_ENTITY 's nationality 's teams ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
1310	729	 what is the TOPIC_ENTITY 's artist 's album ?
1653	130 909 1717 1657 270	 what is the TOPIC_ENTITY 's album 's canonical_version ?
1170	471	 what is the TOPIC_ENTITY 's song 's song ?
509	1348	 what is the notable_types of TOPIC_ENTITY 's location ?
1167	1411	 what is the TOPIC_ENTITY 's tracks 's tracks ?
167	1131 378 531 248 900	 what is the TOPIC_ENTITY 's recording 's releases ?
1662	322	 what is the recording of TOPIC_ENTITY 's nationality ?
1193	824	 what is the releases of TOPIC_ENTITY 's releases ?
1310	729	 what is the album of TOPIC_ENTITY 's artist ?
1579	322	 what is the TOPIC_ENTITY 's nationality 's contains ?
17	1739	 what is the TOPIC_ENTITY 's place 's place ?
1731	576	 what is the TOPIC_ENTITY 's genre 's artist ?
1551	660 1411 1299 227 1167	 what is the TOPIC_ENTITY 's versions 's tracks ?
536	878 1577 937	 what is the TOPIC_ENTITY 's track_list 's canonical_version ?
1167	1411	 what is the TOPIC_ENTITY 's tracks 's tracks ?
1731	576	 what is the artist of TOPIC_ENTITY 's genre ?
1121	268 729 57 639 918 1343 331 680 1050 1752 843 1630 581 234 1377 1285 1763 368 1025 336 959 935 1666 184 1539 135 1236 281 1519	 what is the artist of TOPIC_ENTITY 's release ?
1769	1345	 what is the TOPIC_ENTITY 's athletes 's olympic_games_contested ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
937	878 953 1710	 what is the TOPIC_ENTITY 's track_list 's notable_types ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
1299	660	 what is the versions of TOPIC_ENTITY 's versions ?
1646	163	 what is the recording of TOPIC_ENTITY 's netflix_genres ?
1662	322	 what is the TOPIC_ENTITY 's nationality 's recording ?
937	878 253	 what is the TOPIC_ENTITY 's track_list 's notable_types ?
1167	1411	 what is the tracks of TOPIC_ENTITY 's tracks ?
803	1411 452 1167 562 727	 what is the TOPIC_ENTITY 's tracks 's rating ?
159	81	 what is the TOPIC_ENTITY 's place_of_birth 's tracks ?
1167	1411 1131 750 1590 531	 what is the TOPIC_ENTITY 's tracks 's tracks ?
135	268 729 57 639 918 1343 331 680 1050 1752 843 1630 581 234 1377 1285 1763 368 1025 336 959 935 1666 184 1539 1121 1236 281 1519	 what is the recordings of TOPIC_ENTITY 's release ?
531	1131	 what is the TOPIC_ENTITY 's recording 's recording ?
899	322	 what is the TOPIC_ENTITY 's nationality 's teams ?
1050	268 729 57 639 918 1343 331 680 1752 843 1630 581 234 1377 1285 1763 368 1025 336 959 935 1666 184 1539 135 1121 1236 281 1519	 what is the notable_types of TOPIC_ENTITY 's recordings ?
529	1739 639 17 45 184	 what is the TOPIC_ENTITY 's place 's notable_types ?
984	878	 what is the track_list of TOPIC_ENTITY 's track_list ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
1310	729	 what is the album of TOPIC_ENTITY 's artist ?
1519	639 918 729 184 1539 935 281 1121 234 1377 1630	 what is the release of TOPIC_ENTITY 's release ?
86	471 918 1411 1131 1170 1452 1643 782 881 1519 124 1315 1438 1167 750 851 602 1590 531	 what is the song of TOPIC_ENTITY 's tracks ?
1283	576 1731	 what is the TOPIC_ENTITY 's genre 's recording ?
1026	1229	 what is the TOPIC_ENTITY 's active_moiety_of_drug 's active_moiety_of_drug ?
1452	471 918 1411 1131 1170 1643 782 881 1519 124 1315 86 1438 1167 750 851 602 1590 531	 what is the TOPIC_ENTITY 's song 's release ?
531	1131	 what is the TOPIC_ENTITY 's recording 's recording ?
1521	1499 1586	 what is the notable_types of TOPIC_ENTITY 's colors ?
448	493	 what is the TOPIC_ENTITY 's organism_type 's works ?
1299	660	 what is the versions of TOPIC_ENTITY 's versions ?
448	493	 what is the TOPIC_ENTITY 's organism_type 's works ?
157	892 589	 what is the release of TOPIC_ENTITY 's track ?
865	1745 1131 639 1051 85 1655 1747 531 1371 285 184	 what is the TOPIC_ENTITY 's recording 's notable_types ?
531	1131 378 167 248 900	 what is the TOPIC_ENTITY 's recording 's recording ?
1769	1345	 what is the olympic_games_contested of TOPIC_ENTITY 's athletes ?
448	493	 what is the works of TOPIC_ENTITY 's organism_type ?
1283	576	 what is the TOPIC_ENTITY 's genre 's recording ?
1167	1411	 what is the TOPIC_ENTITY 's tracks 's tracks ?
1662	322	 what is the TOPIC_ENTITY 's nationality 's recording ?
1167	1411 1131 750 1590 531	 what is the TOPIC_ENTITY 's tracks 's tracks ?
682	878 559	 what is the country of TOPIC_ENTITY 's track_list ?
899	322	 what is the TOPIC_ENTITY 's nationality 's teams ?
17	1739	 what is the place of TOPIC_ENTITY 's place ?
1429	995	 what is the recording of TOPIC_ENTITY 's genre ?
531	1131	 what is the recording of TOPIC_ENTITY 's recording ?
1432	1027	 what is the TOPIC_ENTITY 's label 's releases ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
1646	163	 what is the recording of TOPIC_ENTITY 's netflix_genres ?
775	1165	 what is the TOPIC_ENTITY 's place_of_death 's tracks ?
1121	639 918 729 184 1539 935 281 1519 234 1377 1630	 what is the artist of TOPIC_ENTITY 's release ?
1167	1411 639 1010 1048 184	 what is the tracks of TOPIC_ENTITY 's tracks ?
1717	130 57 1212 1086 368	 what is the TOPIC_ENTITY 's canonical_version 's canonical_version ?
1167	1645 1411 734 222 975	 what is the TOPIC_ENTITY 's tracks 's tracks ?
803	1411 452 1167 562 727	 what is the rating of TOPIC_ENTITY 's tracks ?
351	945 1534 1733 1104	 what is the TOPIC_ENTITY 's athletes 's tracks ?
1236	268 729 57 639 918 1343 331 680 1050 1752 843 1630 581 234 1377 1285 1763 368 1025 336 959 935 1666 184 1539 135 1121 281 1519	 what is the TOPIC_ENTITY 's release 's appears_in_topic_gallery ?
559	878 682	 what is the TOPIC_ENTITY 's track_list 's album ?
1270	574	 what is the notable_types of TOPIC_ENTITY 's profession ?
1675	878 1710 1338 937 953	 what is the recordings of TOPIC_ENTITY 's track_list ?
1310	729	 what is the album of TOPIC_ENTITY 's artist ?
