1731	576	 what is the artist of TOPIC_ENTITY 's genre ?
315	322	 what is the TOPIC_ENTITY 's nationality 's artist ?
661	1523	 what is the TOPIC_ENTITY 's country 's recording ?
1717	130 729 1775 862 1630	 what is the TOPIC_ENTITY 's canonical_version 's canonical_version ?
670	918 824 1131 1519 142 1315 1173 1193 940 602 531	 what is the TOPIC_ENTITY 's recording 's releases ?
667	220	 what is the notable_types of TOPIC_ENTITY 's tracks_produced ?
1572	268 1411 729 1343 1189 331 235 1167 843 777 1630	 what is the TOPIC_ENTITY 's tracks 's artist ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
899	322	 what is the teams of TOPIC_ENTITY 's nationality ?
899	322	 what is the teams of TOPIC_ENTITY 's nationality ?
609	81	 what is the TOPIC_ENTITY 's place_of_birth 's writer ?
376	1523	 what is the TOPIC_ENTITY 's country 's teams ?
1156	1680	 what is the recording of TOPIC_ENTITY 's genre ?
1167	1411	 what is the TOPIC_ENTITY 's tracks 's tracks ?
1167	1411 639 1010 1048 184	 what is the TOPIC_ENTITY 's tracks 's tracks ?
937	878 536 1577	 what is the notable_types of TOPIC_ENTITY 's track_list ?
550	1700 414	 what is the recording of TOPIC_ENTITY 's containedby ?
1641	743	 what is the TOPIC_ENTITY 's country 's teams ?
1731	576	 what is the TOPIC_ENTITY 's genre 's artist ?
661	1523 909 617	 what is the recording of TOPIC_ENTITY 's country ?
1646	163	 what is the recording of TOPIC_ENTITY 's netflix_genres ?
1310	729	 what is the album of TOPIC_ENTITY 's artist ?
1167	1411	 what is the tracks of TOPIC_ENTITY 's tracks ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
531	1131 729 120 1781 1630	 what is the TOPIC_ENTITY 's recording 's recording ?
531	918 824 1131 1519 142 1315 1173 1193 940 602 670	 what is the recording of TOPIC_ENTITY 's recording ?
609	81	 what is the writer of TOPIC_ENTITY 's place_of_birth ?
899	322	 what is the TOPIC_ENTITY 's nationality 's teams ?
448	493	 what is the works of TOPIC_ENTITY 's organism_type ?
1646	163	 what is the recording of TOPIC_ENTITY 's netflix_genres ?
584	463	 what is the TOPIC_ENTITY 's art_forms 's releases ?
1310	729	 what is the album of TOPIC_ENTITY 's artist ?
550	1700	 what is the TOPIC_ENTITY 's containedby 's recording ?
1343	268	 what is the TOPIC_ENTITY 's recordings 's recordings ?
931	287	 what is the teams of TOPIC_ENTITY 's subjects ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
531	1131	 what is the TOPIC_ENTITY 's recording 's recording ?
837	322	 what is the events of TOPIC_ENTITY 's nationality ?
668	878	 what is the releases of TOPIC_ENTITY 's track_list ?
1704	1078	 what is the releases of TOPIC_ENTITY 's art_form ?
1167	1411	 what is the TOPIC_ENTITY 's tracks 's tracks ?
1590	471 918 1411 1131 1170 1452 1643 782 881 1519 124 1315 86 1438 1167 750 851 602 531	 what is the TOPIC_ENTITY 's recording 's tracks ?
1022	163	 what is the TOPIC_ENTITY 's netflix_genres 's tracks ?
531	1131	 what is the TOPIC_ENTITY 's recording 's recording ?
159	81	 what is the tracks of TOPIC_ENTITY 's place_of_birth ?
148	57	 what is the recording of TOPIC_ENTITY 's appears_in_topic_gallery ?
1167	1411	 what is the tracks of TOPIC_ENTITY 's tracks ?
376	1523	 what is the teams of TOPIC_ENTITY 's country ?
167	1131 378 531 248 900	 what is the releases of TOPIC_ENTITY 's recording ?
531	1131 729 120 1781 1630	 what is the recording of TOPIC_ENTITY 's recording ?
598	1588 585	 what is the containedby of TOPIC_ENTITY 's releases ?
1299	660 1131 1001 1619 531	 what is the TOPIC_ENTITY 's versions 's versions ?
531	1131	 what is the recording of TOPIC_ENTITY 's recording ?
899	322	 what is the teams of TOPIC_ENTITY 's nationality ?
1429	995	 what is the TOPIC_ENTITY 's genre 's recording ?
1167	1411	 what is the TOPIC_ENTITY 's tracks 's tracks ?
