661	1523	 what is the recording of TOPIC_ENTITY 's country ?
259	892 754	 what is the tracks of TOPIC_ENTITY 's track ?
1299	660	 what is the TOPIC_ENTITY 's versions 's versions ?
17	1739	 what is the TOPIC_ENTITY 's place 's place ?
661	1523	 what is the TOPIC_ENTITY 's country 's recording ?
930	1106 494	 what is the TOPIC_ENTITY 's album 's artist ?
1022	163	 what is the tracks of TOPIC_ENTITY 's netflix_genres ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
775	1165	 what is the TOPIC_ENTITY 's place_of_death 's tracks ?
1579	322	 what is the TOPIC_ENTITY 's nationality 's contains ?
953	878 105 1577 998	 what is the release of TOPIC_ENTITY 's track_list ?
1746	322	 what is the TOPIC_ENTITY 's nationality 's song ?
448	493	 what is the works of TOPIC_ENTITY 's organism_type ?
448	493	 what is the works of TOPIC_ENTITY 's organism_type ?
795	1165	 what is the releases of TOPIC_ENTITY 's place_of_death ?
1388	1192	 what is the TOPIC_ENTITY 's track 's releases ?
157	892 589	 what is the release of TOPIC_ENTITY 's track ?
1310	729	 what is the album of TOPIC_ENTITY 's artist ?
1098	729	 what is the TOPIC_ENTITY 's artist 's is_reviewed ?
970	327	 what is the TOPIC_ENTITY 's cvg_genre 's recording ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
536	878	 what is the TOPIC_ENTITY 's track_list 's canonical_version ?
1299	660	 what is the TOPIC_ENTITY 's versions 's versions ?
1579	322	 what is the contains of TOPIC_ENTITY 's nationality ?
1662	322	 what is the recording of TOPIC_ENTITY 's nationality ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
531	1131	 what is the TOPIC_ENTITY 's recording 's recording ?
1279	81	 what is the TOPIC_ENTITY 's place_of_birth 's art_form ?
1717	130	 what is the canonical_version of TOPIC_ENTITY 's canonical_version ?
243	81	 what is the canonical_version of TOPIC_ENTITY 's place_of_birth ?
1050	268 729 57 639 918 1343 331 680 1752 843 1630 581 234 1377 1285 1763 368 1025 336 959 935 1666 184 1539 135 1121 1236 281 1519	 what is the notable_types of TOPIC_ENTITY 's recordings ?
1731	576	 what is the TOPIC_ENTITY 's genre 's artist ?
1577	878	 what is the tracks of TOPIC_ENTITY 's track_list ?
931	287	 what is the teams of TOPIC_ENTITY 's subjects ?
448	493	 what is the TOPIC_ENTITY 's organism_type 's works ?
167	1131 378 531 248 900	 what is the releases of TOPIC_ENTITY 's recording ?
1675	878 1577 1710	 what is the recordings of TOPIC_ENTITY 's track_list ?
899	322	 what is the TOPIC_ENTITY 's nationality 's teams ?
1026	1229	 what is the TOPIC_ENTITY 's active_moiety_of_drug 's active_moiety_of_drug ?
865	1745 1131 639 1051 85 1655 1747 531 1371 285 184	 what is the notable_types of TOPIC_ENTITY 's recording ?
281	268 729 57 639 918 1343 331 680 1050 1752 843 1630 581 234 1377 1285 1763 368 1025 336 959 935 1666 184 1539 135 1121 1236 1519	 what is the TOPIC_ENTITY 's release 's notable_types ?
1167	1411	 what is the tracks of TOPIC_ENTITY 's tracks ?
1193	824	 what is the releases of TOPIC_ENTITY 's releases ?
17	1739	 what is the place of TOPIC_ENTITY 's place ?
331	268 1411 729 1343 1189 235 1167 1572 843 777 1630	 what is the artist of TOPIC_ENTITY 's recordings ?
531	1131	 what is the TOPIC_ENTITY 's recording 's recording ?
1299	660	 what is the versions of TOPIC_ENTITY 's versions ?
1733	945 1534 351 1104	 what is the song of TOPIC_ENTITY 's athletes ?
1662	322	 what is the recording of TOPIC_ENTITY 's nationality ?
668	878	 what is the TOPIC_ENTITY 's track_list 's releases ?
766	518	 what is the editions of TOPIC_ENTITY 's editions ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
1586	1499 1521	 what is the recording of TOPIC_ENTITY 's colors ?
1079	1192 1342	 what is the recording of TOPIC_ENTITY 's track ?
984	878	 what is the track_list of TOPIC_ENTITY 's track_list ?
448	493	 what is the TOPIC_ENTITY 's organism_type 's works ?
899	322	 what is the teams of TOPIC_ENTITY 's nationality ?
1167	1411	 what is the tracks of TOPIC_ENTITY 's tracks ?
1193	824	 what is the releases of TOPIC_ENTITY 's releases ?
330	1523 376	 what is the TOPIC_ENTITY 's country 's song ?
1769	1345	 what is the olympic_games_contested of TOPIC_ENTITY 's athletes ?
767	1715 1245	 what is the containedby of TOPIC_ENTITY 's pertains_to ?
1537	73	 what is the ethnicity of TOPIC_ENTITY 's written_by ?
531	1131 639 865 285 184	 what is the TOPIC_ENTITY 's recording 's recording ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
1167	1411	 what is the TOPIC_ENTITY 's tracks 's tracks ?
899	322	 what is the TOPIC_ENTITY 's nationality 's teams ?
550	1700	 what is the recording of TOPIC_ENTITY 's containedby ?
524	597	 what is the gender of TOPIC_ENTITY 's people_born_here ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
531	1131	 what is the TOPIC_ENTITY 's recording 's recording ?
1572	268 1411 729 1343 1189 331 235 1167 843 777 1630	 what is the artist of TOPIC_ENTITY 's tracks ?
270	909	 what is the TOPIC_ENTITY 's album 's album ?
281	639 918 729 184 1539 935 1519 1121 234 1377 1630	 what is the notable_types of TOPIC_ENTITY 's release ?
1323	322	 what is the tracks of TOPIC_ENTITY 's nationality ?
259	892 157 754	 what is the tracks of TOPIC_ENTITY 's track ?
1121	639 918 729 184 1539 935 281 1519 234 1377 1630	 what is the artist of TOPIC_ENTITY 's release ?
1086	130 57 1717 1212 368	 what is the canonical_version of TOPIC_ENTITY 's appears_in_topic_gallery ?
1299	660 302 378 52 363 1011 1583 83 1789 1444 900	 what is the versions of TOPIC_ENTITY 's versions ?
1167	1411	 what is the TOPIC_ENTITY 's tracks 's tracks ?
1283	576 1731	 what is the recording of TOPIC_ENTITY 's genre ?
448	493	 what is the works of TOPIC_ENTITY 's organism_type ?
334	1494	 what is the has_value of TOPIC_ENTITY 's named_after ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
1662	322	 what is the recording of TOPIC_ENTITY 's nationality ?
1373	1200	 what is the TOPIC_ENTITY 's related_type 's related_type ?
953	878 937 1710	 what is the release of TOPIC_ENTITY 's track_list ?
281	639 918 729 184 1539 935 1519 1121 234 1377 1630	 what is the TOPIC_ENTITY 's release 's notable_types ?
1236	268 729 57 639 918 1343 331 680 1050 1752 843 1630 581 234 1377 1285 1763 368 1025 336 959 935 1666 184 1539 135 1121 281 1519	 what is the TOPIC_ENTITY 's release 's appears_in_topic_gallery ?
1162	1184 639 1278	 what is the TOPIC_ENTITY 's author 's has_value ?
1170	471	 what is the song of TOPIC_ENTITY 's song ?
120	1131 729 531 1781 1630	 what is the TOPIC_ENTITY 's recording 's artist ?
661	1523 909 617	 what is the TOPIC_ENTITY 's country 's recording ?
953	878 105 1577 998	 what is the TOPIC_ENTITY 's track_list 's release ?
367	1639	 what is the TOPIC_ENTITY 's primary_release 's primary_release ?
344	81	 what is the events of TOPIC_ENTITY 's place_of_birth ?
336	268 729 57 639 918 1343 331 680 1050 1752 843 1630 581 234 1377 1285 1763 368 1025 959 935 1666 184 1539 135 1121 1236 281 1519	 what is the release of TOPIC_ENTITY 's appears_in_topic_gallery ?
1429	995	 what is the recording of TOPIC_ENTITY 's genre ?
376	1523	 what is the teams of TOPIC_ENTITY 's country ?
1310	729	 what is the TOPIC_ENTITY 's artist 's album ?
448	493	 what is the works of TOPIC_ENTITY 's organism_type ?
1270	574	 what is the TOPIC_ENTITY 's profession 's notable_types ?
767	1715 1245	 what is the containedby of TOPIC_ENTITY 's pertains_to ?
1170	471 918 1411 1131 1452 1643 782 881 1519 124 1315 86 1438 1167 750 851 602 1590 531	 what is the song of TOPIC_ENTITY 's song ?
1299	660	 what is the versions of TOPIC_ENTITY 's versions ?
1299	660	 what is the versions of TOPIC_ENTITY 's versions ?
1530	643	 what is the gender of TOPIC_ENTITY 's artist ?
899	322	 what is the TOPIC_ENTITY 's nationality 's teams ?
975	1645 1411 734 222 1167	 what is the TOPIC_ENTITY 's tracks 's film_production_design_by ?
865	1745 1131 639 1051 85 1655 1747 531 1371 285 184	 what is the notable_types of TOPIC_ENTITY 's recording ?
754	892 157 259	 what is the recording of TOPIC_ENTITY 's track ?
1310	729	 what is the TOPIC_ENTITY 's artist 's album ?
1226	1128	 what is the label of TOPIC_ENTITY 's lyricist ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
1111	1488	 what is the educational_institution of TOPIC_ENTITY 's educational_institution ?
1731	576	 what is the artist of TOPIC_ENTITY 's genre ?
977	1192 1342 1042 1079	 what is the TOPIC_ENTITY 's track 's song ?
1167	471 918 1411 1131 1170 1452 1643 782 881 1519 124 1315 86 1438 750 851 602 1590 531	 what is the tracks of TOPIC_ENTITY 's tracks ?
1283	576 1731	 what is the TOPIC_ENTITY 's genre 's recording ?
1662	322	 what is the recording of TOPIC_ENTITY 's nationality ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
543	1192	 what is the artist of TOPIC_ENTITY 's track ?
448	493	 what is the TOPIC_ENTITY 's organism_type 's works ?
1167	1411 1131 750 1590 531	 what is the tracks of TOPIC_ENTITY 's tracks ?
1252	1165	 what is the TOPIC_ENTITY 's place_of_death 's notable_types ?
573	163 378 1255	 what is the TOPIC_ENTITY 's releases 's release ?
414	1700 550	 what is the people_born_here of TOPIC_ENTITY 's containedby ?
1167	1411 378 1648 601 900	 what is the tracks of TOPIC_ENTITY 's tracks ?
1086	130 57 1717 1212 368	 what is the TOPIC_ENTITY 's appears_in_topic_gallery 's canonical_version ?
1619	660 1131 1299 1001 531	 what is the versions of TOPIC_ENTITY 's recording ?
270	909	 what is the TOPIC_ENTITY 's album 's album ?
547	81 1266	 what is the county of TOPIC_ENTITY 's place_of_birth ?
1619	660 1131 1299 1001 531	 what is the versions of TOPIC_ENTITY 's recording ?
526	287	 what is the TOPIC_ENTITY 's subjects 's releases ?
509	1348	 what is the notable_types of TOPIC_ENTITY 's location ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
1717	130 909 1657 1653 270	 what is the TOPIC_ENTITY 's canonical_version 's canonical_version ?
1190	908 138	 what is the TOPIC_ENTITY 's episodes 's genre ?
531	1131	 what is the TOPIC_ENTITY 's recording 's recording ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
899	322	 what is the teams of TOPIC_ENTITY 's nationality ?
1365	476	 what is the tracks of TOPIC_ENTITY 's region ?
456	322	 what is the art_form of TOPIC_ENTITY 's nationality ?
786	287	 what is the TOPIC_ENTITY 's subjects 's format ?
1226	1128	 what is the label of TOPIC_ENTITY 's lyricist ?
1579	322	 what is the TOPIC_ENTITY 's nationality 's contains ?
531	1131	 what is the TOPIC_ENTITY 's recording 's recording ?
1270	574	 what is the TOPIC_ENTITY 's profession 's notable_types ?
1776	1700	 what is the TOPIC_ENTITY 's containedby 's hud_county_place ?
584	463	 what is the releases of TOPIC_ENTITY 's art_forms ?
1167	1411	 what is the TOPIC_ENTITY 's tracks 's tracks ?
531	1131	 what is the recording of TOPIC_ENTITY 's recording ?
932	1390	 what is the person of TOPIC_ENTITY 's person ?
1662	322	 what is the recording of TOPIC_ENTITY 's nationality ?
367	1639	 what is the TOPIC_ENTITY 's primary_release 's primary_release ?
899	322	 what is the TOPIC_ENTITY 's nationality 's teams ?
414	1700 550	 what is the TOPIC_ENTITY 's containedby 's people_born_here ?
531	1131	 what is the TOPIC_ENTITY 's recording 's recording ?
1226	1128	 what is the TOPIC_ENTITY 's lyricist 's label ?
984	878	 what is the TOPIC_ENTITY 's track_list 's track_list ?
491	372	 what is the artist of TOPIC_ENTITY 's main_country ?
931	287	 what is the teams of TOPIC_ENTITY 's subjects ?
1193	824	 what is the TOPIC_ENTITY 's releases 's releases ?
1572	1411 729 1167 777 1630	 what is the TOPIC_ENTITY 's tracks 's artist ?
931	287	 what is the TOPIC_ENTITY 's subjects 's teams ?
